"","race","classtype","yearssmall","hsgrad","g4math","g4reading"
"2418",1,1,2,0,671,701
"2419",1,3,0,1,NA,NA
"2420",1,2,0,NA,NA,NA
"2421",1,1,1,NA,744,760
"2422",1,3,0,1,720,745
"2423",1,3,0,1,726,750
"2424",1,3,0,NA,NA,NA
"2425",1,3,0,1,NA,NA
"2426",1,1,2,1,NA,NA
"2427",1,3,2,1,821,778
"2428",1,2,0,NA,NA,NA
"2429",1,1,4,1,636,NA
"2430",1,3,0,NA,741,736
"2431",1,1,1,1,688,NA
"2432",1,3,0,NA,NA,NA
"2433",1,1,4,0,684,698
"2434",1,3,0,1,668,NA
"2435",1,2,0,0,NA,NA
"2436",1,3,0,1,744,733
"2437",1,2,0,1,740,836
"2438",1,2,0,1,821,745
"2439",1,1,4,1,693,NA
"2440",1,2,0,NA,NA,NA
"2441",1,3,0,1,711,784
"2442",1,1,4,0,729,712
"2443",1,3,0,0,NA,NA
"2444",1,1,4,1,767,782
"2445",1,2,0,NA,NA,NA
"2446",1,1,4,1,741,749
"2447",2,2,0,NA,NA,NA
"2448",2,3,0,NA,NA,NA
"2449",2,2,0,NA,NA,NA
"2450",1,1,4,1,678,699
"2451",1,1,1,1,NA,NA
"2452",2,3,0,1,NA,NA
"2453",1,1,1,NA,NA,NA
"2454",2,3,0,NA,NA,NA
"2455",2,3,0,NA,NA,NA
"2456",2,1,1,NA,NA,NA
"2457",1,2,0,1,NA,NA
"2458",2,2,0,NA,NA,NA
"2459",2,2,0,NA,NA,NA
"2460",1,2,0,1,685,736
"2461",1,3,0,1,680,731
"2462",1,1,4,1,703,629
"2463",2,1,4,1,672,684
"2464",1,2,0,NA,NA,NA
"2465",1,2,0,NA,NA,NA
"2466",2,2,0,NA,NA,NA
"2467",2,3,0,NA,NA,NA
"2468",1,3,0,1,741,647
"2469",2,1,4,1,NA,NA
"2470",1,3,0,NA,NA,NA
"2471",2,3,0,NA,NA,NA
"2472",2,3,0,NA,NA,NA
"2473",1,2,0,1,NA,NA
"2474",2,3,0,NA,NA,NA
"2475",2,1,4,NA,727,724
"2476",1,3,0,NA,NA,NA
"2477",2,1,4,NA,NA,NA
"2478",1,2,0,1,NA,NA
"2479",1,3,0,NA,NA,NA
"2480",1,1,1,1,NA,NA
"2481",1,3,0,1,NA,NA
"2482",2,1,1,NA,NA,NA
"2483",1,1,1,NA,NA,NA
"2484",2,1,1,NA,NA,NA
"2485",2,2,3,1,714,698
"2486",1,3,0,1,721,528
"2487",2,1,2,NA,NA,NA
"2488",1,2,0,NA,NA,NA
"2489",1,3,0,NA,NA,NA
"2490",2,3,0,1,NA,NA
"2491",2,1,1,NA,NA,NA
"2492",2,2,0,0,NA,NA
"2493",2,2,0,NA,NA,NA
"2494",1,1,4,NA,672,782
"2495",1,3,0,NA,NA,NA
"2496",1,3,0,NA,NA,NA
"2497",1,2,0,NA,NA,NA
"2498",1,2,0,NA,699,724
"2499",2,3,0,NA,NA,NA
"2500",1,2,0,1,NA,NA
"2501",1,3,0,1,775,836
"2502",2,2,0,NA,NA,NA
"2503",2,3,0,0,NA,NA
"2504",2,3,0,1,NA,NA
"2505",1,3,0,NA,NA,NA
"2506",1,3,0,NA,723,705
"2507",1,1,4,NA,775,738
"2508",2,2,0,1,NA,NA
"2509",1,2,0,NA,NA,NA
"2510",2,3,0,1,691,734
"2511",1,3,0,1,768,785
"2512",2,2,2,1,771,685
"2513",2,2,0,NA,NA,NA
"2514",1,3,0,1,758,737
"2515",1,1,4,0,NA,NA
"2516",1,3,0,1,NA,NA
"2517",2,2,0,NA,NA,NA
"2518",2,1,1,NA,NA,NA
"2519",1,3,0,NA,NA,NA
"2520",1,3,0,NA,NA,NA
"2521",2,3,0,1,NA,NA
"2522",1,3,0,0,NA,NA
"2523",2,1,2,NA,NA,NA
"2524",2,2,0,1,NA,NA
"2525",2,1,2,1,NA,NA
"2526",1,2,0,1,679,740
"2527",1,2,0,NA,NA,NA
"2528",2,3,0,1,NA,NA
"2529",1,3,0,1,728,752
"2530",1,2,0,1,768,747
"2531",2,2,0,NA,NA,NA
"2532",2,2,0,NA,NA,NA
"2533",2,1,1,NA,NA,NA
"2534",2,1,4,1,NA,NA
"2535",2,1,2,NA,NA,NA
"2536",1,2,0,NA,NA,NA
"2537",2,1,1,NA,NA,NA
"2538",2,3,0,NA,635,528
"2539",1,2,0,0,705,696
"2540",2,2,0,NA,NA,NA
"2541",2,1,1,NA,NA,NA
"2542",1,3,0,NA,728,727
"2543",1,2,0,NA,670,750
"2544",1,3,0,1,702,750
"2545",1,3,0,0,741,718
"2546",1,2,0,1,679,836
"2547",1,2,2,NA,717,769
"2548",1,2,0,NA,639,641
"2549",1,3,0,1,NA,NA
"2550",1,2,0,1,739,747
"2551",1,1,2,NA,NA,NA
"2552",1,1,2,NA,729,703
"2553",1,3,0,NA,NA,NA
"2554",2,3,0,NA,NA,NA
"2555",1,2,0,NA,737,756
"2556",1,2,0,1,717,836
"2557",1,2,0,0,NA,NA
"2558",1,3,0,NA,NA,NA
"2559",2,2,0,1,687,700
"2560",2,2,0,NA,NA,NA
"2561",2,2,0,NA,NA,NA
"2562",1,3,0,1,769,760
"2563",2,3,0,NA,NA,NA
"2564",1,2,0,1,712,680
"2565",2,2,0,NA,706,738
"2566",2,3,0,1,NA,NA
"2567",2,1,1,NA,NA,NA
"2568",2,2,0,NA,NA,NA
"2569",2,1,4,0,570,621
"2570",2,1,1,NA,NA,NA
"2571",1,2,0,NA,NA,NA
"2572",1,1,4,NA,700,713
"2573",2,2,0,1,NA,NA
"2574",1,1,2,0,NA,NA
"2575",1,1,4,1,744,778
"2576",1,3,0,1,674,736
"2577",1,3,0,1,758,729
"2578",2,2,0,1,NA,NA
"2579",1,2,0,0,717,667
"2580",1,2,0,NA,758,736
"2581",2,3,0,NA,683,704
"2582",1,1,4,1,733,691
"2583",1,2,0,1,648,705
"2584",1,2,0,NA,NA,NA
"2585",2,1,3,1,NA,NA
"2586",1,3,0,NA,NA,NA
"2587",2,2,0,NA,NA,NA
"2588",2,3,0,0,NA,NA
"2589",2,2,0,NA,NA,NA
"2590",1,3,0,1,NA,NA
"2591",2,3,0,1,NA,NA
"2592",1,3,0,1,NA,NA
"2593",1,3,3,NA,NA,NA
"2594",1,1,4,NA,674,681
"2595",1,2,0,1,NA,NA
"2596",2,1,3,NA,NA,NA
"2597",2,3,2,NA,NA,NA
"2598",2,2,0,NA,NA,NA
"2599",2,1,4,0,NA,NA
"2600",2,2,0,NA,NA,NA
"2601",2,3,0,NA,NA,NA
"2602",1,1,1,1,NA,NA
"2603",1,1,1,NA,NA,NA
"2604",2,1,1,NA,NA,NA
"2605",2,3,2,1,608,666
"2606",2,2,0,NA,NA,NA
"2607",1,1,4,NA,NA,NA
"2608",2,3,1,NA,NA,NA
"2609",1,3,0,NA,NA,NA
"2610",1,3,0,0,NA,NA
"2611",1,3,0,NA,675,716
"2612",1,3,0,0,NA,NA
"2613",1,2,0,NA,NA,NA
"2614",2,2,0,NA,547,528
"2615",1,2,0,NA,738,732
"2616",2,1,1,1,NA,NA
"2617",2,2,0,NA,NA,NA
"2618",2,2,0,0,668,687
"2619",1,2,0,NA,NA,NA
"2620",1,3,0,1,677,778
"2621",1,2,0,1,690,692
"2622",1,2,3,1,740,782
"2623",1,3,0,NA,NA,NA
"2624",1,2,0,1,685,650
"2625",1,1,1,NA,NA,NA
"2626",1,3,0,1,726,693
"2627",1,2,0,1,716,760
"2628",1,2,0,NA,713,723
"2629",1,3,0,1,NA,NA
"2630",1,1,4,NA,725,688
"2631",1,3,0,NA,726,769
"2632",1,1,4,1,710,734
"2633",1,2,0,NA,705,732
"2634",1,2,0,NA,725,679
"2635",1,2,0,NA,652,693
"2636",1,3,0,NA,NA,NA
"2637",1,2,0,NA,NA,NA
"2638",2,2,0,NA,NA,NA
"2639",2,3,0,NA,NA,NA
"2640",1,3,0,NA,NA,NA
"2641",1,2,0,1,NA,NA
"2642",1,2,0,1,NA,NA
"2643",2,3,1,1,701,528
"2644",2,2,0,1,727,694
"2645",2,2,0,1,676,692
"2646",1,3,0,0,NA,NA
"2647",1,1,4,1,690,725
"2648",1,3,0,1,628,575
"2649",1,1,4,1,680,653
"2650",1,3,3,0,734,772
"2651",1,2,1,0,NA,NA
"2652",2,1,4,NA,678,679
"2653",1,2,0,0,NA,NA
"2654",1,3,0,1,NA,NA
"2655",1,1,2,0,NA,NA
"2656",1,2,0,1,NA,NA
"2657",1,3,0,NA,NA,NA
"2658",1,1,4,1,712,712
"2659",1,2,0,NA,725,700
"2660",1,2,1,1,726,794
"2661",2,1,1,1,NA,NA
"2662",1,1,2,1,NA,NA
"2663",1,2,1,1,694,688
"2664",1,2,0,1,718,760
"2665",1,1,2,NA,NA,NA
"2666",2,1,4,1,693,734
"2667",1,2,0,1,NA,NA
"2668",2,2,0,NA,NA,NA
"2669",1,1,4,NA,717,836
"2670",2,1,1,NA,NA,NA
"2671",2,2,0,NA,NA,NA
"2672",1,2,0,NA,717,753
"2673",1,3,0,1,701,723
"2674",1,3,0,0,NA,NA
"2675",1,2,0,1,622,727
"2676",1,2,0,NA,NA,NA
"2677",2,2,0,1,NA,NA
"2678",1,2,0,1,741,746
"2679",1,3,0,1,681,720
"2680",1,2,0,1,694,674
"2681",2,1,1,NA,NA,NA
"2682",1,3,0,1,715,698
"2683",1,3,0,1,699,739
"2684",2,2,0,NA,NA,NA
"2685",1,2,0,NA,NA,NA
"2686",1,2,0,1,NA,NA
"2687",1,2,0,NA,741,778
"2688",1,1,4,1,726,755
"2689",1,2,0,1,NA,NA
"2690",1,2,0,0,688,745
"2691",1,3,0,NA,NA,NA
"2692",1,2,0,0,685,719
"2693",1,3,0,NA,708,699
"2694",1,2,0,NA,NA,NA
"2695",1,1,2,1,NA,NA
"2696",1,3,0,0,695,720
"2697",1,2,0,1,688,734
"2698",1,3,0,1,690,689
"2699",1,3,0,1,677,763
"2700",1,3,0,1,NA,NA
"2701",1,3,2,1,721,728
"2702",1,1,2,0,NA,NA
"2703",1,1,1,NA,NA,NA
"2704",2,3,0,NA,NA,NA
"2705",2,3,0,NA,NA,NA
"2706",2,2,0,NA,NA,NA
"2707",2,3,0,NA,NA,NA
"2708",2,1,2,1,NA,NA
"2709",2,2,0,NA,NA,NA
"2710",2,2,0,0,NA,NA
"2711",2,3,0,NA,NA,NA
"2712",2,2,0,1,NA,NA
"2713",2,2,0,NA,NA,NA
"2714",2,2,0,1,679,760
"2715",2,2,0,NA,NA,NA
"2716",1,3,0,1,NA,NA
"2717",1,1,1,NA,NA,NA
"2718",2,2,0,NA,NA,NA
"2719",1,3,0,1,NA,NA
"2720",2,3,0,0,717,728
"2721",2,2,0,1,NA,NA
"2722",2,2,0,1,NA,NA
"2723",2,2,0,NA,NA,NA
"2724",2,2,0,1,NA,NA
"2725",2,1,1,1,NA,NA
"2726",2,2,0,NA,742,752
"2727",2,3,0,NA,NA,NA
"2728",2,3,0,NA,NA,NA
"2729",2,3,0,NA,NA,NA
"2730",2,1,1,NA,NA,NA
"2731",1,1,4,1,821,769
"2732",2,2,0,1,NA,NA
"2733",1,1,4,1,701,738
"2734",2,1,2,0,NA,NA
"2735",2,2,0,1,711,769
"2736",2,2,0,NA,666,672
"2737",2,3,3,NA,695,724
"2738",1,1,1,NA,NA,NA
"2739",1,2,0,1,758,731
"2740",1,2,0,NA,NA,NA
"2741",1,2,0,NA,NA,NA
"2742",1,2,0,0,NA,NA
"2743",1,3,0,NA,NA,NA
"2744",1,1,2,NA,668,724
"2745",1,1,2,NA,NA,NA
"2746",1,2,0,NA,NA,NA
"2747",1,3,0,1,694,711
"2748",1,2,0,NA,NA,NA
"2749",2,2,0,NA,NA,NA
"2750",2,3,0,NA,NA,NA
"2751",1,2,0,NA,NA,NA
"2752",2,2,0,1,NA,NA
"2753",1,1,1,NA,NA,NA
"2754",1,1,4,NA,641,697
"2755",1,1,4,1,691,635
"2756",1,1,4,1,689,721
"2757",1,2,0,1,NA,NA
"2758",1,1,1,1,NA,NA
"2759",1,1,4,NA,744,733
"2760",2,2,0,NA,NA,NA
"2761",1,3,0,1,758,727
"2762",1,1,3,NA,NA,NA
"2763",1,2,0,1,730,667
"2764",1,1,4,1,700,705
"2765",1,1,4,1,703,723
"2766",1,3,0,1,NA,NA
"2767",1,3,0,1,671,713
"2768",2,3,0,NA,NA,NA
"2769",1,2,0,1,679,689
"2770",1,2,0,NA,NA,NA
"2771",1,2,0,NA,NA,NA
"2772",1,2,3,1,714,724
"2773",1,2,0,1,NA,NA
"2774",2,3,0,1,NA,NA
"2775",1,2,0,1,715,739
"2776",1,2,0,1,752,714
"2777",2,3,0,NA,NA,NA
"2778",1,3,0,NA,715,706
"2779",1,1,3,NA,NA,NA
"2780",1,3,0,NA,NA,NA
"2781",1,2,0,NA,NA,NA
"2782",1,3,0,1,728,750
"2783",1,2,0,NA,NA,NA
"2784",1,2,0,1,758,836
"2785",2,2,0,NA,NA,NA
"2786",1,2,0,NA,NA,NA
"2787",1,3,0,NA,NA,NA
"2788",1,1,4,NA,758,784
"2789",1,3,0,NA,NA,NA
"2790",2,3,0,1,NA,NA
"2791",1,1,4,1,690,707
"2792",2,3,0,NA,NA,NA
"2793",1,2,0,1,719,710
"2794",1,1,1,NA,NA,NA
"2795",1,1,2,NA,NA,NA
"2796",1,2,0,NA,NA,NA
"2797",1,3,1,1,NA,NA
"2798",1,1,4,NA,NA,NA
"2799",1,1,2,1,NA,NA
"2800",1,3,0,NA,736,836
"2801",1,2,0,1,740,836
"2802",1,1,2,1,NA,NA
"2803",1,1,1,1,NA,NA
"2804",1,1,4,1,NA,NA
"2805",1,3,0,1,700,756
"2806",1,2,0,1,743,685
"2807",1,3,0,NA,NA,NA
"2808",1,2,0,NA,NA,NA
"2809",1,1,2,1,NA,NA
"2810",1,2,0,NA,NA,NA
"2811",1,1,4,1,758,NA
"2812",1,3,0,1,767,NA
"2813",1,1,1,NA,NA,NA
"2814",1,2,0,1,713,NA
"2815",1,1,4,1,753,745
"2816",2,2,0,NA,707,682
"2817",1,1,2,NA,NA,NA
"2818",1,3,0,NA,NA,NA
"2819",1,3,0,NA,680,718
"2820",1,1,4,1,695,734
"2821",1,2,3,1,716,721
"2822",1,2,0,1,735,836
"2823",1,2,0,NA,741,672
"2824",1,3,0,1,693,685
"2825",1,2,0,NA,758,725
"2826",1,1,4,1,NA,NA
"2827",1,2,0,NA,696,693
"2828",1,1,4,NA,747,734
"2829",2,1,1,NA,NA,NA
"2830",1,1,4,NA,724,665
"2831",1,3,0,NA,NA,NA
"2832",2,3,0,1,NA,NA
"2833",1,3,0,NA,NA,NA
"2834",1,1,3,NA,NA,NA
"2835",2,2,3,1,705,707
"2836",2,3,0,NA,683,697
"2837",1,3,0,NA,NA,NA
"2838",1,1,1,NA,666,667
"2839",2,3,0,NA,NA,NA
"2840",2,3,1,1,NA,NA
"2841",1,2,0,NA,NA,NA
"2842",1,3,0,1,716,690
"2843",1,3,0,NA,704,714
"2844",1,1,4,0,697,713
"2845",1,2,0,NA,706,760
"2846",1,3,0,1,NA,NA
"2847",1,3,0,NA,671,616
"2848",2,2,0,NA,704,669
"2849",2,3,0,NA,NA,NA
"2850",1,3,0,NA,723,718
"2851",2,2,0,NA,NA,NA
"2852",1,3,0,1,NA,NA
"2853",1,1,4,1,713,744
"2854",1,1,4,NA,688,731
"2855",1,3,0,0,NA,NA
"2856",1,1,4,1,684,685
"2857",1,2,0,1,NA,NA
"2858",1,1,4,1,728,750
"2859",1,1,4,1,726,709
"2860",1,3,0,1,725,735
"2861",1,1,3,NA,NA,NA
"2862",1,2,0,NA,NA,NA
"2863",1,2,0,0,NA,NA
"2864",1,1,4,1,NA,NA
"2865",1,1,1,NA,NA,NA
"2866",2,3,0,1,NA,NA
"2867",2,2,0,NA,NA,NA
"2868",1,1,4,NA,720,741
"2869",2,3,0,1,NA,NA
"2870",2,3,0,1,NA,NA
"2871",1,3,0,NA,NA,NA
"2872",1,1,4,1,718,693
"2873",1,3,0,NA,707,760
"2874",1,3,0,NA,765,836
"2875",2,2,0,0,NA,NA
"2876",1,2,0,1,684,719
"2877",1,2,0,NA,NA,NA
"2878",1,3,0,1,720,678
"2879",1,2,0,1,727,747
"2880",1,2,0,1,NA,NA
"2881",1,3,0,1,NA,NA
"2882",1,1,4,1,719,750
"2883",1,1,2,1,NA,NA
"2884",1,2,0,1,NA,NA
"2885",1,2,0,1,758,781
"2886",1,2,0,NA,717,701
"2887",1,3,0,1,694,702
"2888",1,1,1,1,NA,NA
"2889",1,2,0,NA,740,713
"2890",1,1,2,NA,NA,NA
"2891",1,2,3,NA,NA,NA
"2892",1,2,0,1,732,688
"2893",1,2,0,1,758,695
"2894",1,3,0,1,NA,NA
"2895",1,3,0,NA,NA,NA
"2896",1,2,0,1,664,717
"2897",1,1,1,1,NA,NA
"2898",1,3,0,1,758,745
"2899",1,1,4,NA,679,720
"2900",1,1,4,NA,758,763
"2901",1,3,0,1,739,782
"2902",1,3,0,1,NA,NA
"2903",1,2,0,1,712,730
"2904",1,1,4,1,769,771
"2905",1,2,0,NA,NA,NA
"2906",1,2,3,1,704,741
"2907",1,1,1,NA,NA,NA
"2908",1,3,0,NA,585,667
"2909",1,3,0,0,487,668
"2910",1,3,0,NA,NA,NA
"2911",1,1,2,0,NA,NA
"2912",1,1,2,1,NA,NA
"2913",1,2,0,NA,NA,NA
"2914",1,1,4,1,727,736
"2915",1,2,0,NA,NA,NA
"2916",1,3,0,NA,671,700
"2917",1,1,4,1,686,734
"2918",1,3,0,NA,726,836
"2919",1,1,4,0,722,836
"2920",1,1,4,1,681,725
"2921",1,1,2,1,NA,NA
"2922",1,2,0,1,690,730
"2923",1,2,0,1,703,680
"2924",2,2,0,1,707,670
"2925",1,3,0,NA,NA,NA
"2926",2,1,1,1,639,656
"2927",2,2,0,NA,NA,NA
"2928",2,3,0,NA,NA,NA
"2929",1,2,0,1,708,740
"2930",3,2,0,NA,723,756
"2931",3,2,0,1,704,684
"2932",1,3,0,1,664,687
"2933",1,2,0,NA,821,719
"2934",1,1,4,1,NA,NA
"2935",1,3,0,NA,724,746
"2936",1,1,1,NA,NA,NA
"2937",1,1,4,1,666,721
"2938",1,2,0,1,752,754
"2939",1,1,4,1,679,727
"2940",2,3,0,NA,NA,NA
"2941",1,1,1,NA,NA,NA
"2942",1,1,3,NA,NA,NA
"2943",1,3,0,NA,NA,NA
"2944",1,2,0,1,723,757
"2945",1,3,0,1,756,NA
"2946",2,3,0,0,668,675
"2947",2,3,0,NA,NA,NA
"2948",2,1,4,NA,554,610
"2949",1,2,1,0,NA,NA
"2950",2,1,4,NA,693,718
"2951",2,2,0,1,NA,NA
"2952",2,3,0,NA,NA,NA
"2953",1,3,0,1,NA,NA
"2954",1,3,0,1,NA,NA
"2955",1,1,4,1,740,778
"2956",1,3,0,0,NA,NA
"2957",1,1,4,1,676,717
"2958",1,3,0,1,661,700
"2959",1,3,0,1,725,714
"2960",1,2,0,NA,NA,NA
"2961",1,2,0,1,738,836
"2962",1,2,1,1,677,698
"2963",1,2,0,1,643,724
"2964",1,3,0,1,821,782
"2965",1,2,0,1,NA,NA
"2966",1,2,0,1,658,699
"2967",1,2,0,0,NA,NA
"2968",1,2,0,0,709,696
"2969",1,2,0,0,707,697
"2970",2,2,0,NA,NA,NA
"2971",1,1,4,NA,758,836
"2972",2,3,2,1,731,715
"2973",1,3,0,1,789,729
"2974",1,2,0,1,NA,NA
"2975",1,3,0,1,730,701
"2976",1,3,0,1,717,683
"2977",1,2,0,1,707,726
"2978",1,3,0,1,773,724
"2979",1,3,0,1,NA,NA
"2980",1,3,0,NA,724,763
"2981",1,2,1,NA,NA,NA
"2982",1,3,0,1,NA,NA
"2983",1,3,0,NA,NA,NA
"2984",1,2,0,NA,NA,NA
"2985",1,2,0,1,821,721
"2986",1,1,3,1,NA,NA
"2987",2,2,0,1,NA,NA
"2988",2,3,1,1,723,686
"2989",2,3,0,NA,NA,NA
"2990",1,2,0,0,NA,NA
"2991",1,2,0,1,701,696
"2992",1,2,0,1,744,716
"2993",2,3,0,NA,NA,NA
"2994",1,1,2,NA,NA,NA
"2995",1,1,1,1,NA,NA
"2996",2,2,0,1,639,620
"2997",1,1,1,NA,NA,NA
"2998",2,2,0,NA,711,744
"2999",1,2,0,NA,683,644
"3000",1,1,4,NA,705,686
"3001",1,3,0,NA,668,706
"3002",1,3,0,NA,NA,NA
"3003",1,1,3,1,NA,NA
"3004",1,1,4,NA,691,667
"3005",2,2,0,NA,NA,NA
"3006",1,1,4,NA,718,739
"3007",1,2,0,NA,NA,NA
"3008",1,1,1,NA,NA,NA
"3009",1,1,3,NA,NA,NA
"3010",1,2,0,1,821,763
"3011",1,3,0,1,704,718
"3012",1,3,0,1,749,733
"3013",1,2,0,1,NA,NA
"3014",1,2,0,1,744,771
"3015",1,3,0,NA,NA,NA
"3016",1,1,1,1,727,737
"3017",1,3,1,1,NA,NA
"3018",1,3,0,NA,NA,NA
"3019",1,2,0,1,674,713
"3020",1,1,4,1,766,743
"3021",1,2,0,NA,692,677
"3022",1,1,2,1,NA,NA
"3023",1,2,0,NA,NA,NA
"3024",1,3,0,1,701,698
"3025",1,3,0,1,NA,NA
"3026",1,1,3,0,NA,NA
"3027",1,3,0,1,734,731
"3028",1,2,0,1,741,741
"3029",1,1,4,NA,711,707
"3030",1,2,3,1,705,776
"3031",1,2,0,1,742,741
"3032",1,1,4,1,707,719
"3033",1,1,1,1,NA,NA
"3034",1,2,2,1,775,722
"3035",1,3,0,NA,651,NA
"3036",1,3,0,NA,676,732
"3037",1,3,0,NA,NA,NA
"3038",1,2,0,NA,689,725
"3039",1,1,4,1,709,754
"3040",1,3,0,NA,NA,NA
"3041",1,2,0,1,NA,NA
"3042",2,2,0,NA,NA,NA
"3043",1,2,0,1,705,734
"3044",1,2,0,NA,725,701
"3045",2,3,0,1,716,738
"3046",2,3,0,1,NA,NA
"3047",2,2,0,NA,NA,NA
"3048",1,2,0,0,678,528
"3049",2,1,3,NA,NA,NA
"3050",1,3,0,NA,NA,NA
"3051",2,2,0,NA,NA,NA
"3052",1,3,1,1,NA,NA
"3053",2,3,0,NA,NA,NA
"3054",1,2,0,NA,NA,NA
"3055",2,3,0,0,NA,NA
"3056",2,1,4,1,NA,NA
"3057",1,1,1,NA,NA,NA
"3058",2,2,0,0,NA,NA
"3059",2,3,0,0,NA,NA
"3060",2,3,0,NA,NA,NA
"3061",2,2,0,NA,NA,NA
"3062",2,1,3,1,NA,NA
"3063",2,1,4,1,689,734
"3064",2,2,0,1,641,694
"3065",2,2,0,0,NA,NA
"3066",1,3,0,NA,NA,NA
"3067",2,2,1,1,NA,NA
"3068",2,3,0,1,NA,NA
"3069",1,2,0,NA,NA,NA
"3070",2,1,4,NA,666,662
"3071",2,3,0,1,NA,NA
"3072",2,3,0,1,NA,NA
"3073",2,3,3,1,NA,NA
"3074",1,3,0,NA,NA,NA
"3075",2,2,0,NA,714,763
"3076",2,3,0,NA,NA,NA
"3077",2,3,1,1,NA,NA
"3078",2,1,3,NA,NA,NA
"3079",2,3,0,NA,NA,NA
"3080",1,1,2,1,NA,NA
"3081",2,2,0,0,NA,NA
"3082",1,1,4,1,731,712
"3083",2,2,0,0,NA,NA
"3084",1,2,0,1,719,836
"3085",1,3,0,NA,NA,NA
"3086",1,1,2,1,NA,NA
"3087",1,2,0,0,NA,NA
"3088",1,3,0,1,741,763
"3089",1,3,0,1,NA,NA
"3090",1,3,0,1,647,662
"3091",1,3,0,1,758,742
"3092",1,1,4,1,705,757
"3093",1,3,0,NA,702,715
"3094",1,2,0,NA,NA,738
"3095",1,1,1,1,NA,NA
"3096",1,2,0,NA,689,682
"3097",1,1,4,1,655,689
"3098",1,3,0,NA,NA,NA
"3099",1,2,0,1,727,776
"3100",1,1,4,NA,693,716
"3101",1,2,1,NA,687,749
"3102",1,3,0,NA,696,688
"3103",1,3,0,1,NA,NA
"3104",2,3,0,1,NA,NA
"3105",1,3,0,NA,NA,NA
"3106",1,1,1,NA,694,665
"3107",1,3,3,1,775,706
"3108",1,2,0,NA,NA,NA
"3109",1,2,0,NA,NA,NA
"3110",1,3,3,1,719,754
"3111",1,2,0,1,NA,NA
"3112",1,1,1,NA,NA,NA
"3113",1,2,0,1,719,836
"3114",1,2,0,1,NA,NA
"3115",1,3,0,NA,NA,NA
"3116",1,2,0,1,682,745
"3117",1,1,2,NA,542,711
"3118",1,3,0,0,NA,NA
"3119",1,3,0,1,726,727
"3120",1,1,2,NA,NA,NA
"3121",1,2,0,NA,686,761
"3122",1,2,0,1,758,750
"3123",1,1,4,0,724,727
"3124",1,3,0,1,661,644
"3125",1,1,1,NA,NA,NA
"3126",1,3,2,1,714,690
"3127",1,2,2,NA,719,709
"3128",1,2,0,1,715,709
"3129",1,2,0,NA,NA,NA
"3130",1,1,4,1,679,738
"3131",1,3,0,1,729,749
"3132",1,1,1,1,NA,NA
"3133",2,2,0,NA,NA,NA
"3134",1,3,0,1,NA,NA
"3135",1,2,0,1,710,750
"3136",1,2,0,NA,NA,NA
"3137",1,3,2,1,726,716
"3138",1,2,0,1,708,741
"3139",1,3,3,1,758,NA
"3140",1,3,0,1,769,771
"3141",1,3,0,NA,731,NA
"3142",1,3,0,1,732,785
"3143",1,2,0,NA,NA,NA
"3144",1,3,2,NA,744,732
"3145",1,2,0,NA,NA,NA
"3146",1,2,0,NA,NA,NA
"3147",1,3,0,NA,NA,NA
"3148",1,3,0,NA,708,NA
"3149",1,3,0,1,767,NA
"3150",1,2,2,1,728,836
"3151",1,2,0,1,729,745
"3152",1,3,0,1,741,712
"3153",1,2,0,NA,NA,NA
"3154",1,1,4,1,758,769
"3155",1,1,4,1,758,NA
"3156",1,2,1,NA,NA,NA
"3157",2,3,0,NA,NA,NA
"3158",2,1,3,1,NA,NA
"3159",1,1,4,1,771,763
"3160",1,2,0,NA,NA,NA
"3161",3,1,1,1,NA,NA
"3162",1,2,0,1,753,740
"3163",1,1,4,1,717,778
"3164",1,1,2,NA,NA,NA
"3165",1,3,0,1,731,727
"3166",1,1,4,1,741,836
"3167",2,2,3,NA,NA,NA
"3168",1,3,0,NA,692,722
"3169",1,1,2,1,NA,NA
"3170",1,1,4,1,740,763
"3171",1,2,0,NA,726,723
"3172",1,3,0,NA,NA,NA
"3173",1,2,0,NA,727,723
"3174",1,1,4,NA,707,836
"3175",1,2,0,NA,758,763
"3176",1,3,0,0,630,713
"3177",1,3,0,1,NA,NA
"3178",1,2,0,1,821,776
"3179",1,2,0,1,758,720
"3180",1,2,0,NA,758,740
"3181",1,3,0,1,680,737
"3182",1,3,0,0,NA,NA
"3183",1,2,0,NA,NA,NA
"3184",1,3,0,1,NA,NA
"3185",1,1,4,NA,720,722
"3186",1,2,0,NA,NA,NA
"3187",1,3,0,1,716,740
"3188",1,1,4,1,747,760
"3189",1,3,0,1,NA,NA
"3190",1,1,1,0,NA,NA
"3191",1,2,3,NA,697,727
"3192",1,1,1,NA,NA,NA
"3193",1,1,1,1,NA,NA
"3194",1,3,0,NA,NA,NA
"3195",1,1,2,1,NA,NA
"3196",1,3,0,0,NA,NA
"3197",1,3,0,NA,NA,NA
"3198",1,2,0,1,NA,NA
"3199",2,2,0,NA,NA,NA
"3200",1,2,0,1,NA,NA
"3201",1,1,4,NA,666,654
"3202",1,3,2,1,692,705
"3203",1,3,0,1,694,731
"3204",1,2,0,NA,NA,NA
"3205",1,3,0,NA,707,715
"3206",1,3,0,1,674,690
"3207",1,2,0,NA,NA,NA
"3208",1,1,4,1,733,718
"3209",1,1,4,1,743,713
"3210",1,1,4,1,487,689
"3211",1,1,1,NA,NA,NA
"3212",1,1,2,0,NA,NA
